gene,Kidney_T0-1.counts.rev.txt,Kidney_T0-2.counts.rev.txt,Kidney_T12.counts.rev.txt,Kidney_T24.counts.rev.txt,Kidney_T48.counts.rev.txt
SF3B6,4694.475138,5071.536898,4790.689163,4400.061024,4539.433752
SFMBT1,880.0794373,797.8257017,935.3335108,825.7320728,866.8361401
SFMBT2,1433.764665,1252.660915,671.6585401,876.2870976,884.0201165
SFPQ,10398.29475,10668.744,15508.7204,15453.87286,15812.12223
SFR1,127.1106164,152.8544569,230.7155993,159.6474469,324.5862199
SFRP1,3738.991098,3308.118408,4163.570314,6428.47053,4885.022609
SFRP2,483.6666675,488.3886305,54.33842301,84.25837477,66.82657468
SFRP4,1889.423908,1373.204674,502.4077144,185.3684245,541.2952549
SFRP5,215.4417227,195.1069084,1180.301811,666.0846258,818.1482072
SFSWAP,1140.763922,1108.505492,1329.955173,1197.355852,1193.331691
SFT2D1,6730.399418,8195.732871,5825.791581,6197.868662,5559.971013
SFT2D2,13570.67411,14258.95966,5421.371187,7159.301065,5643.026899
SFT2D3,477.2034158,482.1750347,631.5728182,599.5648563,540.3405896
SFTA2,168.0445437,224.9321682,623.5556738,737.0390467,807.6468883
SFTPA1,0,0,0,0,0
SFTPB,1.077208614,0,0,0,0
SFTPC,0,2.485438323,0,0,0
SFTPD,0,0,0,0,0
SFXN1,22543.82186,25014.694,5897.945881,9063.540335,8726.595988
SFXN2,7557.695633,8134.839632,1144.670058,2166.770627,2646.332357
SFXN3,414.7253162,454.8352131,293.9619605,462.0906659,568.0258848
SFXN4,2189.965111,2146.175992,3478.549866,3386.299736,2960.417258
SFXN5,3001.103197,3282.021306,1068.06179,1812.885453,1447.272675
SGCA,213.2873055,262.2137431,155.8889185,230.6018678,287.3542711
SGCD,351.170008,208.7768191,155.8889185,107.3185616,250.1223224
SGCE,652.7884198,637.5149299,601.2858284,715.7527204,1116.003797
SGCZ,9.694877522,12.42719162,5.344762919,7.095442086,7.637322821
SGF29,563.3801049,703.3790455,960.2757377,713.9788599,637.7164555
SGIP1,204.6696366,193.8641892,43.64889717,86.91916556,128.8798226
SGK1,21725.14332,20509.83704,44201.18934,37353.06793,33638.58836
SGK2,4888.372688,4854.061045,519.3327969,1302.900553,1190.467695
SGMS1,6636.682268,7221.441048,9910.972039,7459.970423,5511.28308
SGMS2,465.3541211,459.8060898,573.6712199,546.3490406,463.012696
SGO1,12.92650336,12.42719162,12.47111348,33.70334991,291.1729325
SGO2,222.982183,160.3107718,231.6063931,291.8000558,785.6895852
SGPL1,2848.139574,2720.312245,4251.758902,3990.299243,3748.016174
SGPP1,10214.09207,13705.94963,9916.316802,9350.018809,7445.435085
SGPP2,1920.662958,2016.933199,2749.880522,3263.90336,3344.19273
SGSH,1161.230885,1170.64145,1227.513884,1301.126693,1162.782399
SGSM1,693.7223471,678.5246622,193.3022589,262.5313572,249.167657
SGSM2,1503.783225,1499.962028,1381.621214,1313.543716,1352.760805
SGSM3,1531.790648,1785.787435,1296.995802,1303.787483,1172.329053
SGTA,4055.69043,4591.847302,3703.920703,3623.997046,3321.280762
SGTB,490.1299192,323.106982,660.9690143,674.9539284,655.8550972
SH2B1,1512.400893,1696.311656,1280.961513,1377.402695,1221.016986
SH2B2,43.08834454,54.67964311,146.9809803,142.795772,137.4718108
SH2B3,1038.429103,1014.058836,1870.667022,1768.53894,1954.199977
SH2D1A,50.62880484,52.19420479,30.28698987,21.28632626,18.1386417
SH2D2A,26.93021534,13.66991078,59.68318593,25.72097756,37.23194875
SH2D3A,344.7067563,321.8642629,642.2623441,603.1125773,745.5936404
SH2D3C,285.4602826,265.9419006,639.5899626,602.2256471,589.9831879
SH2D4B,20.46696366,16.1553491,21.37905167,30.15562887,51.55192904
SH2D5,38.77951009,33.55341736,120.2571657,73.61521164,158.4744485
SH2D7,0,1.242719162,0.89079382,0,0
SH3BGR,650.6340026,651.1848407,668.9861587,908.216587,957.5293486
SH3BGRL2,9369.560521,8880.471129,6596.328235,7935.365043,7755.701324
SH3BGRL3,4200.036384,5405.828353,3765.385476,5357.945705,5433.000522
SH3BP2,724.9613969,822.680085,1260.473255,773.4031874,926.9800574
SH3BP4,5039.181894,4503.614242,5466.801672,6467.495462,5750.904084
SH3BP5,7018.014117,6518.062003,10965.67192,8780.609582,8733.278645
SH3BP5L,1744.000745,1665.243677,2665.255109,2673.207806,2462.081944
SH3D19,10530.79141,10549.44296,6456.473606,7735.805734,6548.049653
SH3GL1,6670.075735,7264.936219,4753.275822,3992.073104,4470.697846
SH3GL2,3824.090578,3576.545747,2829.161172,3240.843173,3018.651845
SH3GL3,22.62138088,41.00973233,48.10286627,12.41702365,34.36795269
SH3GLB1,4432.713445,4538.410378,6371.848193,5715.3786,6271.196701
SH3GLB2,3876.8738,4667.653171,2157.502632,3092.725819,2972.827908
SH3KBP1,1257.102452,1332.194941,694.8191794,645.6852298,798.1002348
SH3PXD2A,490.1299192,401.3982892,510.4248587,509.9848999,622.4418099
SH3PXD2B,478.2806244,405.1264467,847.1449226,692.6925337,891.6574393
SH3RF1,2034.847071,2469.282974,1475.154566,1541.484793,1440.590017
SH3RF2,74.32739434,84.50490299,62.35556738,103.7708405,71.59990144
SH3RF3,216.5189313,211.2622575,57.01080447,105.544701,157.5197832
SH3TC1,1729.997033,1856.622427,1794.949547,1540.597863,1564.696513
SH3TC2,537.5270982,561.709061,115.8031966,130.3787483,300.7195861
SH3YL1,6160.556061,6723.110664,3102.634874,3639.07486,2989.057219
SHANK2,769.1269501,605.2042317,194.1930527,467.4122474,513.6099597
SHANK3,603.2368236,603.9615125,583.469952,602.2256471,584.2551958
SHARPIN,741.1195261,944.4665628,875.6503248,768.0816058,756.0949592
SHAS2,9.694877522,12.42719162,8.907938198,19.51246574,13.36531494
SHC1,4172.02896,4269.983039,6215.959274,5207.167561,5496.008435
SHC3,4.308834454,3.728157485,4.453969099,5.321581565,6.682657468
SHCBP1,30.16184118,14.91262994,43.64889717,101.99698,1188.558364
SHCBP1L,0,0,0.89079382,0,0
SHD,15.08092059,11.18447245,10.68952584,2.660790782,6.682657468
SHE,643.0935423,571.6508143,635.1359935,807.1065373,927.9347227
SHF,220.8277658,223.6894491,171.0324134,243.0188915,315.9942317
SHFL,388.8723095,463.5342473,707.2902929,698.9010455,847.7428331
SHH,219.7505572,210.0195383,180.8311454,188.0292153,201.4343894
SHISA2,60.32368236,47.22332814,24.05143313,23.06018678,35.32261805
SHISA3,1407.911658,1364.505639,1186.537368,1982.289133,1853.005449
SHISA4,261.7616931,308.1943521,363.4438785,533.0450867,472.5593495
SHISA5,10413.37567,11600.78337,8844.691837,8908.327539,7907.493115
SHISA7,2.154417227,6.213595808,24.94222695,20.399396,21.95730311
SHISA8,56.01484791,75.80586886,49.88445391,89.57995634,85.91988173
SHISA9,0,0,1.78158764,0,0
SHISAL1,62.47809959,33.55341736,111.3492275,80.71065373,98.33053132
SHISAL2A,102.3348183,106.8738479,92.64255726,128.6048878,98.33053132
SHISAL2B,0,0,0,0.886930261,0.954665353
SHKBP1,465.3541211,451.1070557,982.5455832,882.4956095,1054.905215
SHLD1,555.8396446,497.0876646,319.7949813,357.4328951,268.2609641
SHLD2,861.7668908,722.0198329,416.8915077,577.3915998,522.2019479
SHMT1,4105.242026,4511.070557,1358.460575,1499.799071,1270.659584
SHMT2,12140.14107,13130.57066,6093.029727,8401.89036,5976.205107
SHOC1,0,0,0,0.886930261,0
SHOC2,3145.449152,3224.856224,6289.004368,5279.895842,4821.060031
SHOX2,2.154417227,8.699034131,0.89079382,0,1.909330705
SHPRH,1377.749817,1179.340484,1545.527277,1313.543716,1222.926317
SHQ1,450.2732005,478.4468772,662.7506019,497.5678763,615.7591524
SHROOM1,158.3496662,150.3690186,263.6749707,216.4109836,233.8930114
SHROOM4,1359.43727,1045.126815,1185.646574,1145.026967,1189.513029
SHTN1,3933.965857,4037.594556,4315.005263,4004.490127,3977.135859
SI,0,1.242719162,0,0,0
SIAE,8755.551611,8728.859391,3814.379136,3833.312587,3158.987652
SIAH1,1851.721607,1861.593304,2937.838018,2193.378535,2182.364996
SIAH2,889.7743148,959.3791927,1027.085274,1010.213567,821.9668686
SIAH3,0,0,0,0,0
SIDT1,76.48181156,31.06797904,9.798732018,7.095442086,9.546653526
SIDT2,1584.573871,1636.661136,1287.19707,1419.975347,1327.939505
SIGIRR,2370.936158,3091.885274,3070.566297,2789.39567,2259.69289
SIGLEC1,42.01113593,69.59227305,105.1136707,164.0820982,314.084901
SIGLEC15,2.154417227,6.213595808,12.47111348,7.982372347,2.863996058
SIGMAR1,11176.03937,12530.33731,6746.872391,8207.652633,6722.753413
SIK2,3828.399413,3396.351469,2388.218231,2429.301984,2160.407693
SIK3,2808.282856,2852.040476,1913.425125,1744.591823,1848.232123
SIKE1,808.9836688,743.1460586,670.7677463,564.9745761,585.2098611
SIL1,2540.057911,3151.535794,1405.672648,1958.342016,2137.495724
SIM1,2432.337049,1994.564254,1550.87204,2023.087925,1705.03232
SIM2,77.55902018,41.00973233,197.756228,182.7076337,122.1971651
SIMC1,723.8841883,585.3207251,836.4553968,813.3150491,622.4418099
SIN3A,3367.354126,3228.584382,3917.711219,3226.652289,3355.648714
SIN3B,3053.886419,3008.62309,2482.642376,2206.682489,2164.226354
SINHCAF,2308.458059,2000.77785,2727.610676,2715.780458,2440.124641
SIPA1,396.4127698,365.3594335,741.1404581,676.727789,886.8841126
SIPA1L1,1455.308837,1366.991078,1320.156441,1395.1413,1482.595293
SIPA1L2,570.9205652,464.7769664,772.3182418,551.6706222,651.0817705
SIRPB2,31.23904979,29.82525988,6.235556738,21.28632626,101.1945274
SIRT1,2124.255386,2284.117819,1889.373692,1699.35838,1622.931099
SIRT3,2736.109878,3216.15719,1403.89106,1670.089681,1618.157773
SIRT4,232.6770605,224.9321682,142.5270112,180.0468429,200.479724
SIRT5,2861.066078,3354.099017,1860.86829,2394.711704,2317.927476
SIRT6,619.3949528,705.8644838,743.8128395,675.8408587,677.8124003
SIRT7,707.7260591,728.2334287,847.1449226,635.0420667,676.857735
SIT1,74.32739434,64.6213964,31.17778369,34.59028017,16.22931099
SIVA1,936.0942852,1107.262773,1190.991337,1417.314557,1898.829386
SIX1,106.6436527,136.6991078,85.5162067,99.33618921,94.51186991
SIX2,1.077208614,0,1.78158764,1.773860522,0.954665353
SIX3,2.154417227,1.242719162,0,0,0
SIX4,622.6265786,535.6119586,382.1505487,430.1611765,443.919389
SIX5,507.365257,484.660473,493.4997762,442.5782001,614.8044871
SIX6,0,0,0,0,0
SKA1,61.40089097,44.73788982,21.37905167,62.97204851,342.7248616
SKA2,1065.359319,1007.84524,1824.345743,1832.397919,2085.943795
SKA3,277.9198223,218.7185724,358.9899094,400.8924779,616.7138178
SKAP1,281.1514481,227.4176066,384.8229301,392.9101055,378.0474796
SKAP2,24249.0431,23784.40203,8346.738091,13131.00251,10403.94301
SKI,1216.168525,1060.039445,1354.8974,1356.116369,1434.862025
SKIDA1,91.56273215,82.01946466,50.77524773,56.76353669,67.78124003
SKIL,2829.827028,3140.351321,4037.968385,3742.8457,3396.699324
SKIV2L,2191.04232,2315.185798,2954.7631,2818.664369,2577.596452
SKOR1,0,2.485438323,3.563175279,2.660790782,4.773326763
SKOR2,0,0,0,0,0
SKP1,41061.03793,45147.98714,25033.97872,26150.25181,25371.18641
SKP2,776.6674104,909.6704263,839.1277782,989.814171,1062.542537
SLA-DMA,1248.484783,1389.360023,821.3119018,1549.467166,2831.537436
SLA-DMB,1732.151451,1897.63216,1214.151976,2384.955471,4556.617728
SLA-DOA,715.2665194,746.8742161,228.9340117,503.7763881,1242.974289
SLA-DQB1,7654.644408,7333.285773,4444.170367,6024.030331,12978.67547
SLAIN1,667.8693404,656.1557173,471.2299307,527.7235052,486.8793298
SLAIN2,3451.376398,3810.176949,3925.728364,3911.36245,3125.574364
SLAMF1,34.47067563,34.79613652,10.68952584,15.07781443,16.22931099
SLAMF6,58.16926513,62.13595808,8.907938198,16.85167495,28.63996058
SLAMF7,102.3348183,103.1456904,55.22921683,37.25107095,20.0479724
SLAMF8,25.85300673,26.09710239,40.08572189,23.06018678,111.6958463
SLAMF9,8.617668908,3.728157485,13.3619073,7.095442086,36.2772834
SLC10A1,12.92650336,14.91262994,1.78158764,2.660790782,3.81866141
SLC10A2,1114.910915,1129.631718,1563.343154,1592.039818,930.7987188
SLC10A3,2618.69414,3364.04077,4238.396995,3945.0658,3644.912316
SLC10A4,12.92650336,11.18447245,23.16063931,10.64316313,21.95730311
SLC10A6,39.8567187,14.91262994,46.32127863,17.73860522,26.73062987
SLC10A7,298.386786,299.4953179,660.9690143,458.5429448,420.0527551
SLC11A1,11.84929475,9.941753293,489.0458071,200.4462389,174.7037595
SLC11A2,3339.346702,2986.254145,4314.114469,3609.806161,3707.920229
SLC12A1,28418.91764,22445.9935,19576.08498,31803.54529,26126.3267
SLC12A2,437.3466971,425.0099533,1706.760959,1262.988691,1437.726021
SLC12A3,10581.42021,12449.56056,1720.122866,4781.441036,2972.827908
SLC12A4,1079.363031,973.0491035,2349.023303,2186.283093,2291.196846
SLC12A5,40.93392732,63.37867724,14.25270112,15.96474469,13.36531494
SLC12A6,4430.559028,3874.798346,1522.366638,2132.180347,2005.751906
SLC12A7,3163.761698,3362.798051,3264.75935,3548.607973,3121.755703
SLC12A8,81.86785463,80.7767455,48.99366009,60.31125773,116.469173
SLC12A9,1700.912401,1969.709871,1058.263058,973.8494263,988.0786399
SLC13A1,49764.88353,46189.3858,29128.95791,15179.81141,9295.576538
SLC13A2,6843.506322,7569.402413,5945.157953,6903.86515,2495.495232
SLC13A3,56191.51012,59066.44175,29589.49831,24210.53533,9093.187483
SLC13A5,909.1640698,997.9034868,86.40700052,141.9088417,159.4291139
SLC14A1,9.694877522,0,23.16063931,28.38176834,24.82129917
SLC15A1,61.40089097,58.40780059,80.17144378,107.3185616,34.36795269
SLC15A2,16554.54197,15148.74658,3059.876771,3389.847457,2691.201629
SLC15A3,187.4342988,205.0486617,754.5023654,667.8584864,751.3216325
SLC15A4,2002.530813,1977.166186,2414.942045,2350.365191,2014.343894
SLC15A5,2.154417227,2.485438323,0,0.886930261,0.954665353
SLC16A1,4833.435049,4411.653024,4331.930346,2808.021206,2681.654975
SLC16A10,1602.886417,1317.282311,2248.363601,2293.601654,1520.781907
SLC16A11,14.00371198,47.22332814,16.03428876,21.28632626,30.54929128
SLC16A12,38971.25322,39643.98397,14980.47967,17721.75354,14015.44204
SLC16A13,2183.50186,2430.75868,946.9138304,1219.529109,1237.246297
SLC16A14,28.00742395,21.12622575,103.3320831,39.91186173,118.3785037
SLC16A2,16854.00597,16905.95147,3839.321363,5117.587605,3464.480565
SLC16A3,3451.376398,3848.701243,1774.461289,2018.653274,2088.807791
SLC16A4,17236.41503,16851.27183,4183.167778,4158.815993,4187.162236
SLC16A5,2952.62881,3117.982376,4392.504325,6534.015231,4978.579814
SLC16A6,3685.130667,3899.652729,14905.65299,9734.059612,5779.544045
SLC16A7,2442.031927,1544.699918,3646.019104,3485.635925,2876.406707
SLC16A8,8.617668908,3.728157485,12.47111348,6.208511825,13.36531494
SLC16A9,6951.227183,7750.839411,1167.830698,910.8773778,1157.054407
SLC17A1,15521.49891,16287.07733,1747.737474,2685.62483,1836.776138
SLC17A2,1.077208614,0,0.89079382,0,0
SLC17A3,285.4602826,293.2817221,84.62541288,104.6577708,94.51186991
SLC17A4,257.4528586,270.9127772,15.14349494,33.70334991,140.3358068
SLC17A5,5202.917604,4914.954284,3230.909184,3286.076616,2728.433578
SLC17A6,0,0,0,0,0
SLC17A7,5.386043068,7.45631497,3.563175279,7.095442086,10.50131888
SLC17A8,25.85300673,16.1553491,11.58031966,11.53009339,3.81866141
SLC17A9,52.78322206,59.65051976,388.3861054,262.5313572,205.2530508
SLC18A1,42.01113593,28.58254072,36.52254661,44.34651304,91.64787385
SLC18A2,2.154417227,1.242719162,12.47111348,11.53009339,6.682657468
SLC18A3,0,0,0,0,0
SLC18B1,788.5167051,601.4760742,438.2705593,509.9848999,486.8793298
SLC19A1,2180.270234,2399.690701,2099.601033,2197.813186,2145.133047
SLC19A2,2461.421682,2359.923688,3193.495844,2510.012638,1986.658599
SLC19A3,1235.55828,1165.670574,1069.843378,1341.038554,1056.814545
SLC1A1,21410.5984,22027.19714,5859.641747,6521.598207,7352.832546
SLC1A2,53.86043068,31.06797904,42.75810335,71.84135112,79.23722426
SLC1A3,16.1581292,8.699034131,67.7003303,55.87660643,164.2024406
SLC1A4,160.5040834,106.8738479,361.6622908,530.3842959,476.3780109
SLC1A5,22105.39796,25924.36443,9845.053296,10025.85967,9477.91762
SLC1A6,17.23533782,23.61166407,6.235556738,7.982372347,39.14127946
SLC1A7,0,0,0,4.434651304,8.591988173
SLC20A1,2816.900524,3181.361054,6052.053212,4910.932854,4318.906055
SLC20A2,983.4914642,866.1752556,1573.141886,1315.317577,1482.595293
SLC22A1,62144.16492,73390.02281,25148.00033,23189.6786,10903.23299
SLC22A11,84.02227186,74.5631497,23.16063931,48.78116434,20.0479724
SLC22A12,32796.69345,38842.43011,10579.9582,12512.81212,8406.783095
SLC22A13,10.77208614,7.45631497,6.235556738,3.547721043,0.954665353
SLC22A14,6.463251681,7.45631497,7.126350558,2.660790782,0.954665353
SLC22A15,247.7579811,212.5049766,616.4293233,656.328393,633.8977941
SLC22A16,909.1640698,971.8063844,534.4762919,795.5764439,606.2124989
SLC22A17,497.6703795,459.8060898,406.2019818,651.8937417,943.2093684
SLC22A18,9582.847826,12081.71569,2703.559243,4438.199025,3059.702455
SLC22A2,25875.62811,25458.34474,10220.07749,12955.39032,9936.15699
SLC22A23,3734.682263,3877.283784,2096.037858,1568.979631,1766.130902
SLC22A3,71.0957685,59.65051976,122.9295471,237.6973099,215.7543697
SLC22A4,947.9435799,953.1655969,805.2776131,887.817191,595.71118
SLC22A6,25131.27695,28476.90959,4999.134917,5716.265531,2602.417751
SLC22A7,85.09948047,101.9029713,16.03428876,32.81641965,53.46125974
SLC22A8,97506.76928,118349.1166,26077.09828,36177.88534,23180.22943
SLC22A9,4718.173727,5469.20703,693.9283856,1118.419059,510.7459636
SLC23A1,7679.420206,8234.257165,2348.132509,3152.150147,2671.153657
SLC23A2,3290.872314,3137.865883,3193.495844,2913.565907,3411.97397
SLC23A3,1968.060137,2111.379856,120.2571657,331.7119175,247.2583263
SLC24A1,118.4929475,131.7282311,66.80953648,62.97204851,147.9731297
SLC24A2,2.154417227,1.242719162,0.89079382,0,0
SLC24A3,1188.161101,1323.495907,300.1975173,392.0231753,409.5514363
SLC24A4,11.84929475,2.485438323,8.907938198,5.321581565,5.727992116
SLC24A5,3.231625841,3.728157485,0,0,1.909330705
SLC25A1,15429.93618,20066.1863,5921.997314,10197.92414,9161.923389
SLC25A11,1049.20119,980.5054185,1139.325296,1311.769856,1095.955825
SLC25A12,2603.613219,2395.962544,2906.660234,3083.856517,2831.537436
SLC25A13,14031.7194,13505.87185,11345.15009,10767.33337,10595.83075
SLC25A14,311.3132893,347.9613652,391.9492807,321.0687544,373.2741529
SLC25A15,14971.04531,15177.32912,14488.76148,7352.651862,6419.169831
SLC25A16,1532.867857,1979.651624,1783.369227,1790.712197,1484.504623
SLC25A17,8779.250201,9366.374321,12480.91221,9871.533802,8821.107858
SLC25A19,140.0371198,187.6505934,293.9619605,354.7721043,215.7543697
SLC25A2,52.78322206,48.4660473,20.48825786,16.85167495,16.22931099
SLC25A20,4173.106169,4233.944184,1976.671486,2951.703908,2552.775153
SLC25A21,2151.185601,1890.175845,652.0610761,973.8494263,817.1935418
SLC25A22,4198.959176,4609.24537,3820.614693,3148.602426,2356.11409
SLC25A23,4139.712702,4614.216247,2098.710239,3140.620053,2390.482043
SLC25A24,2241.671125,1978.408905,7495.1392,6443.548345,6925.142468
SLC25A25,5690.893105,5354.876867,3935.527096,2619.99199,2023.890547
SLC25A26,3150.835195,3242.254293,1253.346904,1238.154644,1349.896809
SLC25A27,3297.335566,3341.671826,1185.646574,1543.258654,1185.694368
SLC25A28,1583.496662,1811.884538,2083.566744,1482.060466,1489.27795
SLC25A29,1117.065332,1333.43766,2881.718007,1690.489077,1382.355431
SLC25A3,39723.14483,44038.23893,51054.95699,52135.53459,57182.54529
SLC25A31,0,0,0.89079382,0,0
SLC25A33,1293.727545,1410.486248,1527.711401,1411.992975,1294.526218
SLC25A34,2465.730516,3028.506597,694.8191794,1492.703629,548.9325777
SLC25A35,282.2286568,352.9322419,356.3175279,440.8043396,210.9810429
SLC25A36,10703.14478,10514.64683,8426.909535,7281.697441,6378.119221
SLC25A37,1155.844842,1190.524957,654.7334575,635.0420667,598.5751761
SLC25A38,3360.890874,3796.507039,2622.497005,2691.833341,2393.346039
SLC25A39,9430.961412,11756.12327,7685.769077,8157.097608,7247.819357
SLC25A4,11107.09801,12961.56086,13835.80961,20932.44108,11181.99527
SLC25A40,2414.024503,2598.525767,1061.826233,1921.977875,1883.554741
SLC25A41,67.86414265,85.74762215,25.83302077,11.53009339,14.31998029
SLC25A42,2163.034896,2397.205263,1372.713276,1361.43795,1004.307951
SLC25A43,1154.767634,970.5636652,867.6331805,1039.482266,873.5187976
SLC25A44,9.694877522,4.970876646,12.47111348,13.30395391,13.36531494
SLC25A45,3256.401639,3813.905107,791.9157058,789.3679321,779.9615931
SLC25A47,14.00371198,24.85438323,21.37905167,23.06018678,37.23194875
SLC25A48,5260.00966,6285.673519,664.5321896,1865.214338,2165.18102
SLC25A5,31911.22797,36051.28288,28284.48537,32089.13683,25451.3783
SLC25A51,5063.957692,5090.177686,4662.414853,5412.048451,5532.285718
SLC25A53,19.38975504,13.66991078,30.28698987,26.60790782,31.50395664
SLC25A6,50786.0773,57571.4506,79271.74202,93140.0944,101474.2443
SLC26A1,13409.09282,15197.21263,1389.638359,2388.503192,2175.682339
SLC26A11,3267.173725,3503.225317,3402.832392,2460.344543,2049.666512
SLC26A2,110.9524872,94.44665628,342.9556206,310.4255913,365.63683
SLC26A3,0,0,0,0,0
SLC26A4,1305.57684,1129.631718,2720.484326,2867.445533,1935.10667
SLC26A5,0,0,0,0,2.863996058
SLC26A6,2674.708987,3104.312466,4108.341097,3012.015166,1945.607989
SLC26A7,19146.3059,24472.86845,6832.388598,15979.82251,9006.312936
SLC26A8,51.70601345,31.06797904,8.907938198,19.51246574,36.2772834
SLC26A9,1.077208614,3.728157485,0.89079382,1.773860522,2.863996058
SLC27A1,1361.591688,1497.47659,1267.599606,1518.424606,1250.611612
SLC27A2,10486.62585,11394.49199,5656.540756,14688.45205,8538.526914
SLC27A3,85.09948047,88.23306047,106.8952584,125.944097,119.3331691
SLC27A4,3941.506317,4704.934746,4888.676483,5151.290955,3117.937042
SLC27A5,0,1.242719162,0.89079382,0.886930261,0
SLC27A6,9574.230157,10728.39452,1198.117688,1966.324388,2087.853126
SLC28A1,2314.921311,2158.603184,553.1829621,933.0506343,1247.747616
SLC28A2,1022.270974,946.9520011,208.4457538,377.8322911,278.762283
SLC28A3,0,0,4.453969099,4.434651304,5.727992116
SLC29A1,1725.688199,1743.534984,3887.42423,3588.519835,4639.673614
SLC29A2,6.463251681,9.941753293,4.453969099,11.53009339,2.863996058
SLC29A3,238.0631036,229.9030449,252.094651,280.2699624,279.7169483
SLC29A4,16.1581292,14.91262994,18.70667022,10.64316313,10.50131888
SLC2A10,173.4305868,113.0874437,215.5721044,209.3155415,252.9863184
SLC2A11,11163.11286,12901.91034,2539.65318,3898.058496,2744.662889
SLC2A12,1143.995548,1051.340411,827.5474586,870.0785858,1106.457144
SLC2A13,456.7364522,320.6215437,497.9537453,408.8748502,398.095452
SLC2A2,5223.384567,5025.556289,8536.477175,6056.846751,5747.085423
SLC2A4,94.79435799,53.43692395,659.1874266,348.5635925,167.0664367
SLC2A4RG,2732.878253,3576.545747,1604.319669,2055.904344,2291.196846
SLC2A5,5670.426142,5950.139346,4332.821139,4427.555862,3558.992434
SLC2A6,15.08092059,12.42719162,22.26984549,37.25107095,55.37059045
SLC2A7,1.077208614,0,0,0,0
SLC2A8,315.6221238,377.7866251,665.4229834,668.7454166,436.2820661
SLC2A9,3.231625841,6.213595808,5.344762919,7.982372347,8.591988173
SLC30A1,2139.336307,2226.952738,4836.119648,3653.265744,3487.392533
SLC30A2,1825.8686,2287.845976,1136.652914,911.7643081,594.7565147
SLC30A3,464.2769124,597.7479167,783.0077676,978.2840776,769.4602742
SLC30A4,2780.275432,2535.14709,2660.80114,2115.328672,1947.517319
SLC30A5,5127.513001,5660.585781,7207.412796,6165.939173,5283.118061
SLC30A6,3385.666672,3478.370933,3817.942312,3429.759318,2863.041392
SLC30A7,3457.83965,3381.438839,4819.194565,3824.443284,3665.914954
SLC30A8,0,0,0.89079382,4.434651304,3.81866141
SLC30A9,10857.18562,10573.05463,7826.514501,8269.737751,7603.909533
SLC31A1,19722.61251,19403.81699,12499.61888,14932.35787,11597.2747
SLC31A2,8452.855991,9846.063917,8220.245369,9647.140446,6096.492942
SLC32A1,0,0,0,0,0
SLC34A1,136429.5481,155527.5458,28279.1406,50733.29785,38558.93359
SLC34A2,8.617668908,2.485438323,65.02794884,29.26869861,102.1491927
SLC34A3,15749.86714,20661.44878,2940.510399,4466.580793,3897.898635
SLC35A1,3391.052715,3310.603846,3803.68961,3630.205557,3563.765761
SLC35A2,1614.735712,1743.534984,2127.215642,2021.314064,1980.930607
SLC35A3,7062.179671,8154.723138,6575.839978,6988.123525,4757.097452
SLC35A4,3016.184118,3173.904739,2753.443697,3153.037077,3002.422534
SLC35A5,3559.097259,3244.739731,2390.890612,2938.399954,2212.914287
SLC35B1,4091.238314,4653.98326,3793.890878,4485.206329,4215.802197
SLC35B2,3053.886419,3432.390324,3269.213319,3497.166018,3137.985014
SLC35B3,1354.051227,1380.660989,1816.328599,1524.633118,1552.285863
SLC35B4,620.4721614,662.3693131,858.7252423,920.6336107,786.6442505
SLC35C1,890.8515234,1004.117083,2194.025178,2124.197975,1660.163048
SLC35C2,1511.323685,1723.651477,1743.283505,1564.54498,1365.171454
SLC35D1,3744.377141,3104.312466,3668.28895,2879.862557,1964.701296
SLC35D3,0,0,0,0,0
SLC35E1,1479.007426,1471.379487,2179.772477,2123.311044,1968.519957
SLC35E2B,3772.384565,3806.448792,2187.789621,2470.987707,2710.294936
SLC35E3,811.138086,784.155791,1207.91642,1420.862278,1370.899446
SLC35E4,56.01484791,41.00973233,178.158764,161.4213075,159.4291139
SLC35F1,53.86043068,57.16508143,100.6597016,61.19818799,76.37322821
SLC35F2,3339.346702,3484.584529,2817.580852,3870.563658,3770.928143
SLC35F3,43.08834454,49.70876646,261.893383,172.0644706,155.6104525
SLC35F4,0,1.242719162,0,0,0
SLC35F5,10395.06312,12884.51227,8848.255012,8032.040442,6727.52674
SLC35F6,7209.757251,7630.295652,4405.866233,3879.432961,3892.170642
SLC35G1,391.0267267,357.9031185,525.5683537,658.1022535,617.6684831
SLC35G2,402.8760215,443.6507407,151.4349494,206.6547508,140.3358068
SLC36A1,820.8329635,698.4081688,660.0782205,695.3533244,792.3722426
SLC36A2,0,2.485438323,3.563175279,4.434651304,4.773326763
SLC36A3,6.463251681,0,5.344762919,5.321581565,1.909330705
SLC36A4,540.758724,489.6313497,976.3100265,1091.811151,1026.265254
SLC37A1,400.7216042,301.9807563,376.8057858,549.0098314,639.6257862
SLC37A2,202.5152193,273.3982155,507.7524773,328.1641965,382.8208064
SLC37A3,2228.744621,2167.302218,3005.538348,2730.858273,2423.89533
SLC37A4,49457.87907,52411.68064,18015.41421,24520.07399,18067.0418
SLC38A10,2592.841133,2998.681337,3197.059019,3061.68326,3216.267573
SLC38A11,150.8092059,119.3010395,178.158764,407.98792,235.8023421
